Forge,Link Count
git.blazebone.com,0
git.lyx.org,0
erlang.org,0
www.dovecot.org,0
poppler.freedesktop.org,0
git.aims.ac.za,0
dl.xpdfreader.com,0
elpa.nongnu.org,0
gitea.vbgn.be,0
svn.fckeditor.net,0
files.libburnia-project.org,0
ftp.osuosl.org,0
www.home.marutan.net,0
ftp-sop.inria.fr,0
gitlab.dttech.app,0
download.oracle.com,0
www.kernel.org,0
hg.ifacesoft.ru,0
www.clamav.net,0
git.capellidipremoli.com,0
vicerveza.homeunix.net,0
www.ibiblio.org,0
lonelycactus.com,0
varnish-cache.org,0
floggy.svn.sourceforge.net,0
git.shibboleth.net,0
www.dropbox.com,0
stash.echobase.hu,0
github.jdnet.deere.com,0
www.semispace.org,0
www.cementframework.org,0
svn.blender.org,0
git.mfiano.net,0
dawn.googlesource.com,0
beezle.svn.sourceforge.net,0
svn.magnolia.info,0
ijjarvin.kapsi.fi,0
git.opensvc.com,0
git.lurk.org,0
git.dst.etit.tu-chemnitz.de,0
unifoundry.com,0
dri.freedesktop.org,0
www.netfilter.org,0
www.mainki.com,0
gitlab.procontext.ru,0
github.com.,0
letsencrypt.org,0
git.freaks.dev,0
binaries.openttd.org,0
git.crc.id.au,0
gitlab.uncompleted.org,0
git.tukaani.org,0
docbook.org,0
git.magestore.com,0
svnsis.ethz.ch,0
ai-republic.com,0
gitlab.wpify.io,0
files.freeciv.org,0
javate.svn.sourceforge.net,0
blind.guru,0
jibx.git.sourceforge.net,0
gitweb.factorcode.org,0
light-tree.org,0
linuxtv.org,0
svn.cargo.codehaus.org,0
code.e-7.club,0
www.cairographics.org,0
cobalt.googlesource.com,0
pkgs.fedoraproject.org,0
www.openfst.org,0
www.draisberghof.de,0
wayland.freedesktop.org,0
git.zrythm.org,0
gitweb.stoutner.com,0
git.linaro.org,0
sidaof.svn.sourceforge.net,0
git.dev.tencent.com,0
groups.csail.mit.edu,0
git.sven.stormbind.net,0
forge.ocamlcore.org,0
gitlab.iqianggou.com,0
sauthieg@svn.forge.objectweb.org,0
ingenias.svn.sourceforge.net,0
www.lua.org,0
www.happyassassin.net,0
distfiles.audacious-media-player.org,0
www.chiark.greenend.org.uk,0
git.openwrt.org,0
null@svn.forge.objectweb.org,0
curl.haxx.se,0
archive.org,1
git.isp-serverfarm.de,0
xmlsoft.org,0
80x24.org,0
mirror.racket-lang.org,0
flintlib.org,0
www.jedsoft.org,0
git.goldenscarab.fr,0
develop.openfoam.com,0
xkbcommon.org,0
easyrpg.org,0
howm.sourceforge.jp,0
ec.europa.eu,3
gitea.anclarma.fr,0
git.dhvlab.org,0
logdistiller.svn.sourceforge.net,0
git.rbenencia.name,0
git.gertjankrol.nl,0
sites.google.com,1
code.soundsoftware.ac.uk,0
festvox.org,0
archive.bologna.enea.it,0
pawsa.fedorapeople.org,0
dl.bintray.com,0
git.k1024.org,0
www.libimobiledevice.org,0
dbmaintain.svn.sourceforge.net,0
opencircuitdesign.com,0
git.notmuchmail.org,0
gitlab.bourgpalette.omen-data.io,0
svn.mastah.fr,0
reviews.llvm.org,0
ngra.de,0
code-repo.d4science.org,0
www.musicpd.org,0
vcs.firestormviewer.org,0
developer.arm.com,0
secure.phabricator.com,0
crosswire.org,0
josm.openstreetmap.de,0
www.libraw.org,0
gitlab.agoods.fr,0
www.riverbankcomputing.com,0
www.vanheusden.com,0
gist.githubusercontent.com,0
dl.google.com,0
tls.mbed.org,0
www.codesynthesis.com,0
stash.life-style.de,0
cells-source.cs.columbia.edu,0
git.fossgalaxy.com,0
gitea.verbaere.com,0
download.linuxsampler.org,0
releases.0x539.de,0
mirror.bazel.build,0
mainstream.inf.elte.hu,0
www.lttng.org,0
nixos.org,0
git.cedarsoft.com,0
download.bitcoinabc.org,0
ftp.unidata.ucar.edu,0
git.assembla.com,0
gitlab.uliege.be,0
www.tcpdump.org,0
download.electrum.org,0
GitHub.com,0
git.ligo.org,0
git.clan.lol,0
www.mcrl2.org,0
ikasaneip.svn.sourceforge.net,0
git.ssish.com,0
git.d3data.de,0
git.cijber.net,0
www.etallen.com,0
git.zap.org.au,0
git.teknik.io,0
www.jwz.org,0
download.librdf.org,0
git.openstack.org,0
eddylab.org,0
alakai.org,0
gitlab.informatik.uni-bremen.de,0
ftp.snt.utwente.nl,0
www.tarsnap.com,0
ftp.exim.org,0
download.strongswan.org,0
git.kernel.dk,0
git.afu.re,0
gitcode.net,0
www.nethack.org,0
bellard.org,0
gitlab.klienti.ru,0
download.handbrake.fr,0
svn.linuxfromscratch.org,0
unpkg.com,0
svn.python.org,0
git.metabarcoding.org,0
git.teecu.be,0
gitlab.tugraz.at,0
ftp.freecalypso.org,0
feh.finalrewind.org,0
gitnet.fr,0
thrysoee.dk,0
git.duskos.org,0
git.techchud.xyz,0
memcached.org,0
source.israfil.net,0
code.libcast.net,0
ftp.gnome.org,0
git.desenvolvimento.vvssistemas.com.br:8083,0
www.cle.org.pk,0
miniupnp.free.fr,0
cees-gitlab.stanford.edu,0
ccrma-ftp.stanford.edu,0
art1pirat.spdns.org,0
aislib.svn.sourceforge.net,0
sourceforge.jp,0
llvm.org,0
hpjansson.org,0
scoletti@bitbucket.org,0
mcabber.com,0
8cubes.com,0
jugit.fz-juelich.de,0
d3js.org,0
www.openwall.com,0
holonet.easylabs.ch,0
svn.mikrokopter.de,0
reqtracer.svn.sourceforge.net,0
inqlab.net,0
svn.leopard.io,0
gitlab.inha.fr,0
git.ngyro.com,0
svn.berkano.codehaus.org,0
patelier.xyz,0
hal-preprod.archives-ouvertes.fr,0
git.liw.fi,0
www.openvswitch.org,0
git.blender.org,0
klva.cz,0
git.ktnx.net,0
download.lighttpd.net,0
ftp.lyx.org,0
download.camlcity.org,0
git.flklr.ca,0
repo.crefopay.de,0
www.exiv2.org,0
www.emacswiki.org,0
download.clojure.org,0
git.platypush.tech,0
gitlab.univ-nantes.fr,0
gbois@svn.java.net,0
osgipatterns.svn.sourceforge.net,0
ftp.tuxpaint.org,0
downloads.mariadb.org,0
lilypond.org,0
cairographics.org,0
code.x2go.org,0
git.corpit.ru,0
cdn.zabbix.com,0
www.thregr.org,0
git.dwarfstd.org,0
c9x.me,0
file.hasait.de,0
git.hackware.cl,0
www.ratrabbit.nl,0
jaxb2-commons-svn.dev.java.net,0
sbxweb02.mm3.mlbam.com,0
www.ifarchive.org,0
git.sailfishos.org,0
crux.nu,0
ftp.rpm.org,0
gitlab.marquand.pro,0
forge.devinsy.fr,0
www.stunnel.org,0
gitlab.kinghip.com,0
git.octaforge.org,0
ftp.astron.com,0
pallini.di.uniroma1.it,0
git.optiweb.serv.si,0
openwms2005.svn.sourceforge.net,0
lug-owl.de,0
git.piraattipuolue.fi,0
ccid.apdu.fr,0
svn.savannah.gnu.org,0
review.haiku-os.org,0
git.eno.space,0
gitlab.ttree.ch,0
svn.picocontainer.codehaus.org,0
gitlab.dfm-europe.com,0
weblets.dev.java.net,0
ftp.atnf.csiro.au,0
www.ferzkopp.net,0
git.linphone.org,0
www.gitlab.com,0
gitlab.cs.ox.ac.uk,0
git.gone.io,0
svn.mattressframework.org,0
git.kookeg.com,0
www.maier-komor.de,0
download.aircrack-ng.org,0
chriswarbo.net,0
gitlab.idefa.ru,0
downloads.mariadb.com,0
gitlab.hzdr.de,0
git.tool.dwoodauto.com,0
parancoe.dev.java.net,0
git.linuxfromscratch.org,0
gcompris.net,0
www.andre-simon.de,0
gitlab.winehq.org,0
git.eaglercraft.rip,0
Maxxidom@bitbucket.org,0
dev.mysql.com,0
urof.net,0
seaf.svn.sourceforge.net,0
smi-protege.stanford.edu,0
public-inbox.org,0
git.2ki.xyz,0
heasarc.gsfc.nasa.gov,0
libzip.org,0
znc.in,0
services.gradle.org,0
gitea.claws.top,0
www.8cubes.com,0
git.sisudoc.org,0
downloads.yoctoproject.org,0
guest@svn.java.net,0
svn.filezilla-project.org,0
projects.duckcorp.org,0
gareus.org,0
git.uclibc-ng.org,0
www.floodgap.com,0
cyberelk.net,0
www.ttfotf.com,0
akkoma.dev,0
tinc-vpn.org,0
svn.mplayerhq.hu,0
git.lsat.vn,0
www.brain-dump.org,0
calcurse.org,0
isl.gforge.inria.fr,0
kernel.org,0
www.vi-hps.org,0
gitlab.cirad.fr,0
msp.ucsd.edu,0
git.fysh.org,0
kohei.us,0
gitlab.owash.cn,0
www.scala-lang.org,0
lore.kernel.org,0
links.twibright.com,0
tango.freedesktop.org,0
cl.tvl.fyi,0
downloads.asterisk.org,0
git.caffeina.co,0
repo.poltmann.com,0
scm.adullact.net,0
www.haproxy.org,0
git.timmit.nl,0
hg.logilab.org,0
git.parabola.nu,0
earth.bsc.es,0
svn.wildfiregames.com,0
download.mono-project.com,0
www.openafs.org,0
libopenraw.freedesktop.org,0
www.kraxel.org,0
jibx.svn.sourceforge.net,0
swen20003.eng.unimelb.edu.au,0
everysens-bot2:b9%40H*nWh3ecEfJ*Xup@gitlab.com,0
libsdl.org,0
itcb.svn.sourceforge.net,0
sqlite.org,0
git.maximum.nl,0
perso.b2b2c.ca,0
web.mit.edu,0
linux.thai.net,0
bird.network.cz,0
frama-c.com,0
git.geda-project.org,0
waterlan.home.xs4all.nl,0
quiche.googlesource.com,0
www.leonerd.org.uk,0
gitlab.ilmiont.net,0
matrixjavalib.svn.sourceforge.net,0
legacy.helldragon.eu,0
git.geeqie.org,0
svn.reactos.org,0
alioth.debian.org,0
download.flashrom.org,0
www.php.net,0
www.boost.org,0
git.tibidono.com,0
git.coolaj86.com,0
vcs.wpstudio.ru,0
source.winehq.org,0
gitlab.8hours.vn,0
www.thekelleys.org.uk,0
embed.cs.utah.edu,0
archive.ubuntu.com,0
forge.kamartaj.xyz,0
pyropus.ca,0
bugs.debian.org,0
git.swurl.xyz,0
gitlab.pyicu.org,0
eradman.com,0
gitea.michalczyk.pro,0
www.cs.unm.edu,0
svn.r-project.org,0
tukaani.org,0
code.alephobjects.com,0
openbox.org,0
www.fourmilab.ch,0
balloontip.dev.java.net,0
gmic.eu,0
svn.berlios.de,0
svn.zoy.org,0
git.open-music-kontrollers.ch,0
gitlab.tcom.vn,0
das.nasophon.de,0
www.lcdf.org,0
pike-git.lysator.liu.se,0
git.lwn.net,0
pdfium.googlesource.com,0
herbstluftwm.org,0
geda-genericdto.svn.sourceforge.net,0
oss.oetiker.ch,0
git.ardour.org,0
lab.enough.community,0
gitlab.appcube.sk,0
www.remlab.net,0
git.9space.io,0
gittup.org,0
git.nihav.org,0
abcl.org,0
rtorrent.net,0
belkadan.com,0
gitx.cn,0
code.obermui.de,0
cr.yp.to,0
lib.haxe.org,0
gitlab.ethz.ch,0
virt-manager.org,0
the.earth.li,0
dotat.at,0
gitlab.syncfusion.com,0
www.lesbonscomptes.com,0
git.var-lab.com,0
miniupnp.tuxfamily.org,0
pax.zz.de,0
curl.se,0
forge.imag.fr,0
gitlab.mondayfactory.cz,0
git.brodokk.space,0
git.42l.fr,0
git.altlinux.org,0
ftp.videolan.org,0
git.datacontroller.io,0
synthcode.com,0
brandon.invergo.net,0
www.gust.org.pl,0
git.lcomrade.su,0
www.quut.com,0
git.a-lec.org,0
download.jetbrains.com,0
kohsuke@svn.dev.java.net,0
www.dicollecte.org,0
git.kitenet.net,0
www.zsh.org,0
www.hedgewars.org,0
www.kismetwireless.net,0
cvs.savannah.nongnu.org,0
git.pixelplanet.fun,0
gitlab.xologie.ru,0
gitlab.pavlovia.org,0
gn.googlesource.com,0
lhapdfsets.web.cern.ch,0
git.g3la.de,0
ccxjc.svn.sourceforge.net,0
git.diapason.digital,0
dbmx.net,0
gitlab.sapient.pro,0
www.nasm.us,0
www.inchi-trust.org,0
invisible-island.net,0
rudel.bzr.sourceforge.net,0
pcsclite.apdu.fr,0
git.linwood.dev,0
git.freibier.cc,0
git.umaneti.net,0
files.dyne.org,0
git.small-project.dev,0
www.apache.org,0
arthurdejong.org,0
juigitlab.esac.esa.int,0
gmplib.org,0
git.binarika.com,0
repositorio-asi.buenosaires.gob.ar,0
releases.wildfiregames.com,0
symqle.org,0
svn.abisource.com,0
nmap.org,0
www.linbit.com,0
gitup.uni-potsdam.de,0
bzr.ed.am,0
download3.ebz.epson.net,0
www.imcce.fr,0
git.carbon-project.org,0
phabricator.nichework.com,0
gitlab.dalnix.se,0
ygrek.org,0
pan.rebelbase.com,0
mednafen.github.io,0
captison@bitbucket.org,0
repos.borg.ch,0
libarchive.org,0
gitlab.lrde.epita.fr,0
www.openfabrics.org,0
ftp.csx.cam.ac.uk,0
gitlab.cultura.gob.ar,0
git.tiwe.de,0
download.calibre-ebook.com,0
gitea.petton.fr,0
git.amazingcat.net,0
gitlab.limos.fr,0
caca.zoy.org,0
wslade@git.cloudbees.com,0
ccb.jhu.edu,0
mirrors.kernel.org,0
devel2.cuci.nl,0
gitlab.bounce-experts.com,0
leberre@svn.forge.objectweb.org,0
forge.soutade.fr,0
git.pmx.cn:543,0
code.mpimet.mpg.de,0
guichaz.free.fr,0
svn.squeakysand.com,0
repo.manaplus.org,0
www.shorewall.net,0
git.figboot.dev,0
gitlab.foundry81.com,0
git.adammathes.com,0
freepats.zenvoid.org,0
git.man.poznan.pl,0
svn.pouchintv.fr,0
jguard.svn.sourceforge.net,0
ftp.musicbrainz.org,0
git.FreeBSD.org,0
wicketopia.svn.sourceforge.net,0
melange.googlesource.com,0
code.librehq.com,0
www.cmake.org,0
gitlab.aei.uni-hannover.de,0
ts-gitlab.iup.uni-heidelberg.de,0
lab.forgefriends.org,0
company.paratype.com,0
git.carcosa.net,0
dl.nwjs.io,0
archive.eclipse.org,0
cue.googlesource.com,0
gin.g-node.org,0
crsten@bitbucket.org,0
www.moria.de,0
git.bananach.space,0
xj4.svn.sourceforge.net,0
git-crysp.uwaterloo.ca,0
files.itstool.org,0
derquinsej.svn.sourceforge.net,0
get.bitlbee.org,0
prosody.im,0
git.flash.moe,0
trac.wildfiregames.com,0
gitlab.rlp.net,0
bimsbstatic.mdc-berlin.de,0
cdn.mysql.com,0
www.hoopajoo.net,0
git.gnu.ca,0
travistcummings@bitbucket.org,0
ftp.debian.org,0
git.ortolo.eu,0
download.openvz.org,0
www.nongnu.org,0
pagesperso-orange.fr,0
billposer.org,0
sleepmap.de,0
git.comnets.net,0
formulahendry.gallery.vsassets.io,0
download.gna.org,0
linuxcontainers.org,0
wimlib.net,0
git.shopes.cn,0
git.openldap.org,0
git.tu-berlin.de,0
nim-lang.org,0
g.1qr.org,0
garayaldegustavo@bitbucket.org,0
git.marvid.fr,0
git.kujiang.net,0
plocate.sesse.net,0
git.adbjesus.com,0
anonymous@svn.cryptool.org,0
anon:anon@wwwsecu.irit.fr,0
www.mavetju.org,0
github.molgen.mpg.de,0
apps.fz-juelich.de,0
mirror.switch.ch,0
www.codesrc.com,0
qmmp.ylsoftware.com,0
archive.mozilla.org,0
boringssl.googlesource.com,0
download.nextcloud.com,0
git.sigafi.com.br,0
www.keepalived.org,0
git.tifon.cl,0
gottcode.org,0
jakut.is,0
toscode.gitee.com,0
ftp.geda-project.org,0
labs.consol.de,0
cgm.cs.mcgill.ca,0
moarvm.org,0
bogdan809@bitbucket.org,0
mdocml.bsd.lv,0
fedorahosted.org,0
git.epicsol.org,0
develop.git.wordpress.org,0
www.bennewitz.com,0
stash.deakin.edu.au,0
01.org,0
download.sarine.nl,0
git.synz.io,0
xenbits.xen.org,0
gitlab.nsl.tuis.ac.jp,0
port70.net,0
crd-legacy.lbl.gov,0
gitlab.castris.com,0
gitlab.kusmierz.be,0
prosecco.gforge.inria.fr,0
www.vide.memoire.free.fr,0
parallelj.svn.sourceforge.net,0
sources.duckcorp.org,0
dev.funkwhale.audio,0
git.kiwifarms.net,0
git.citadel.org,0
downloads.powerdns.com,0
www.mplayerhq.hu,0
coding.net,0
homebank.free.fr,0
users.telenet.be,0
gitlab.msu.edu,0
downloads.python.org,0
git.palax.dev,0
openal-soft.org,0
git.emacsconf.org,0
www.ijg.org,0
svn.nicholaswilliams.net,0
texthtml.net,0
code.mro.name,0
www.antlr3.org,0
www.openprinting.org,0
www.musl-libc.org,0
git.maneage.org,0
dl.jami.net,0
git.pofilo.fr,0
www.tntnet.org,0
git.s2.rpn.ch,0
stable.melpa.org,0
git.mysoft.com.cn,0
roy.marples.name,0
www.claws-mail.org,0
git.zoomyboy.de,0
gentoo.com,0
www.padl.com,0
www.atoptool.nl,0
libregit.org,0
svn.jdownloader.org,0
lists.gnu.org,0
github.int.yammer.com,0
git.brandoriented.pl,0
git.local-server.link,0
tecnocode.co.uk,0
git.zero1.co.uk,0
math.nist.gov,0
linux-speakup.org,0
gerrit.ovirt.org,0
download.redis.io,0
forge.ird.fr,0
www.oberhumer.com,0
mark_eads@bitbucket.org,0
svn-public.driver.research-infrastructures.eu,0
git.gnu.io,0
www.libssh2.org,0
spice-space.org,0
lv2plug.in,0
git.hcics.simtech.uni-stuttgart.de,0
git.moodle.org,0
git.slackbuilds.org,0
melpa.org,0
ftp.bitwizard.nl,0
downloads.skewed.de,0
www.colm.net,0
downloads.xvid.com,0
zlib.net,0
git.freebsd.org,0
git.homd.xyz,0
git.cweiske.de,0
gitlab.petit-souris.de,0
www.creytiv.com,0
activeobjects.dev.java.net,0
download.holdingnuts.net,0
git.texlive.info,0
www.mathematik.uni-kl.de,0
landley.net,0
dev.quiqqer.com,0
kldp.net,0
git.frezzen.de,0
download-mirror.savannah.gnu.org,0
git.in.moodle.com,0
www.doxygen.nl,0
hg.nginx.org,0
www.codon.org.uk,0
git.rampin.org,0
fmv.jku.at,0
www.scummvm.org,0
git.dev2zero.com,0
git.shifft.com,0
git.onerussian.com,0
www-sop.inria.fr,0
swupdate.openvpn.org,0
gitlab.bombeiros.pa.gov.br,0
c-ares.haxx.se,0
gitlab.otakoyi.com,0
forge.lecoqlibre.fr,0
gitlab.kuleuven.be,0
svn.parabola.me.uk,0
git.zierhut-it.de,0
gitlabsbnb.irbbarcelona.org,0
unitils.svn.sourceforge.net,0
git.gnome.org,0
ftp.i-scream.org,0
www.vtk.org,0
gitlab.psi.ch,0
gitlab.vse.cz,0
gitlab.devlabs.linuxassist.net,0
dicom.offis.de,0
www.ivarch.com,0
www.marksimonson.com,0
ftp.mcs.anl.gov,0
git.loetlabor-jena.de,0
shh.thathost.com,0
srv.nazrol.tech,0
www.oasis-open.org,0
git.uphoria.org:10080,0
dev.gnupg.org,0
www.ddcutil.com,0
vanyo4ek@bitbucket.org,0
people.debian.org,0
LesleyDuyndam@bitbucket.org,0
sfac.svn.sourceforge.net,0
git.startinblox.com,0
christian.amsuess.com,0
idiomdrottning.org,0
icedtea.wildebeest.org,0
git.cgo-it.de,0
github.com.cnpmjs.org,0
domdrides.svn.sourceforge.net,0
www.dest-unreach.org,0
archive.mesa3d.org,0
mirrors.ctan.org,0
r8.googlesource.com,0
cmake.org,0
gitlab.mis.mpg.de,0
dfu-util.sourceforge.net,0
git.gna.ch,0
www.seasip.info,0
libbsd.freedesktop.org,0
gitlab.tudelft.nl,0
www.iana.org,0
www.squid-cache.org,0
git.trustedfirmware.org,0
bitmath.org,0
git.drumgizmo.org,0
svn.cesecore.eu,0
gitlab.mpi-magdeburg.mpg.de,0
www.bastoul.net,0
profanity-im.github.io,0
oss.sonatype.org,0
www.cs.hmc.edu,0
extensions.libreoffice.org,0
gitlab.klambt.services,0
gitea.cavar.net,0
thoughtbot.github.io,0
code.jity.de,0
www.cgsecurity.org,0
git.dittmaenner.de,0
www.net-dns.org,0
xpra.org,0
fukuchi.org,0
gitlab.alibaba-inc.com,0
ftp.gajim.org,0
victoroliveirasapiense@bitbucket.org,0
www.aelius.com,0
www.kokkonen.net,0
gtsvn.uit.no,0
git-love.e-magineurs.com,0
git.bsse.ethz.ch,0
gitlab.fit.cvut.cz,0
evolution.gs.washington.edu,0
git.team24.biz,0
gitlab.pks.mpg.de,0
www.portaudio.com,0
atomikos.repositoryhosting.com,0
pumpa.branchable.com,0
gitlab.orekit.org,0
git.skewed.de,0
micans.org,0
downloads.scummvm.org,0
www.davidsharp.com,0
gaffer.boum.org,0
git.xbwq.com.cn,0
bindfs.org,0
waf.io,0
git.ondrovo.com,0
hal-test.archives-ouvertes.fr,0
www.codesink.org,0
sml.zincube.net,0
forge.uis.no,0
objectlabkit.svn.sourceforge.net,0
git.mike-ochmann.de,0
www.drive5.com,0
gtkd.org,0
svn.thedarkmod.com,0
gitlab.insa-rennes.fr,0
gitlab.zapb.de,0
gitlab.acseo.co,0
gitlab.cosma.dur.ac.uk,0
tar.goaccess.io,0
routino.org,0
ronja.twibright.com,0
sido.hg.sourceforge.net:8000,0
git.drobilla.net,0
git.yg-project.fr,0
git.skoll.ca,0
hg.reportlab.com,0
code.gab.com,0
radare.mikelloc.com,0
viric.name,0
tv-viewer.bzr.sourceforge.net,0
git.ceph.com,0
gitlab.insssep.gob.ar,0
hg.octave.org,0
swupdate.openvpn.net,0
dl.xonotic.org,0
ftp.mutt.org,0
forge.fusesource.com,0
www.mkgmap.org.uk,0
lab.civicrm.org,0
git.huaperfect.com,0
shimir@bitbucket.org,0
ozlabs.org,0
gitlab.kant.ru,0
svn.xiph.org,0
lftp.tech,0
qgis.org,0
anonsvn.icesoft.org,0
downloads.apache.org,0
s48.org,0
www.harding.motd.ca,0
svn.rexsl.com,0
github.staclar.biz,0
git.codificar.com.br,0
gitpull.it,0
youtube-dl.org,0
mumps.enseeiht.fr,0
www.lzop.org,0
gkrellm.srcbox.net,0
www.pogo.org.uk,0
hyperrealm.github.io,0
Kozalo@bitbucket.org,0
datatables.net,0
rawtherapee.com,0
ftp.math.utah.edu,0
calf-studio-gear.org,0
222.186.175.132:8099,0
git.lambda.cx,0
shoup.net,0
gitlab.ruhr-uni-bochum.de,0
211.169.234.134,0
adishatz.org,0
benbotto@bitbucket.org,0
gitlab.cs.uni-duesseldorf.de,0
download.bzflag.org,0
gitlab.frmwrk.nl,0
git.fgit.de,0
hitch-tls.org,0
faculty.cse.tamu.edu,0
ratrabbit.nl,0
gitlab.science.ru.nl,0
media.luffy.cx,0
hg.netbeans.org,0
myprojects.sourcerepo.com,0
mkvtoolnix.download,0
git.raptorengineering.com,0
gondor.apana.org.au,0
subversion.jfrog.org,0
cabextract.org.uk,0
git.xapian.org,0
atlassian@bitbucket.org,0
www.tablix.org,0
www.xbill.org,0
code.rocketnine.space,0
dev.gajim.org,0
packages.groonga.org,0
www.hiawatha-webserver.org,0
miscillo@bitbucket.org,0
resteasy.svn.sourceforge.net,0
ircii.warped.com,0
git.eivind.tel,0
toronacii@bitbucket.org,0
Cephyric@bitbucket.org,0
www.ginac.de,0
anonsvn.internet2.edu,0
phablab.krautspace.de,0
122.152.229.221:8606,0
phpmysqlfs.bzr.sourceforge.net,0
gitlab.eecs.umich.edu,0
mrija.tirus.eu,0
vance.fish,0
www.rle.mit.edu,0
code.osinet.fr,0
git.joopschilder.nl,0
gitlab.elephpant.rocks,0
ftp.unixodbc.org,0
yapet.guengel.ch,0
t-sato.in.coocan.jp,0
pigeonhole.dovecot.org,0
df.zweistein.cz,0
matt.ucc.asn.au,0
ftp.midnight-commander.org,0
github.gallery.vsassets.io,0
download.jitsi.org,0
tacos.svn.sourceforge.net,0
anoncvs.netbsd.org,0
VSpaceCode.gallery.vsassets.io,0
vanheusden.com,0
genome-source.gi.ucsc.edu,0
download.pureftpd.org,0
git.schubwerk.com,0
svn.wp-plugins.org,0
www.autistici.org,0
xff.cz,0
gitlab.iqdev.digital,0
git.theobroma-systems.com,0
confluence.ecmwf.int,0
svn.mkgmap.org.uk,0
git.vv-tool.com,0
mikha-web-utils.svn.sourceforge.net,0
dacvs.neocities.org,0
git.peditor.net,0
nosignal.fi,0
devel.ringlet.net,0
camaya.net,0
tanzer.io,0
qosient.com,0
core.svn.wordpress.org,0
ftp.freedesktop.org,0
zenodo.org,4
hg.openjdk.org,0
git.lug.ustc.edu.cn,0
snort.org,0
gitlab.pep.foundation,0
www.angelcode.com,0
ftp.pcre.org,0
michael-developer@bitbucket.org,0
fc-solve.shlomifish.org,0
webassembletool.svn.sourceforge.net,0
abcde.einval.com,0
ccwl.systemreboot.net,0
${java.net.username}@glassfish-svn.dev.java.net,0
download.libguestfs.org,0
management.dustybone.com,0
www.tortall.net,0
www.libssh.org,0
git.anezi.net,0
gitlab.betrnk.games,0
download.augeas.net,0
ftp.gromacs.org,0
scm.fusionforge.org,0
files.js8call.com,0
ipset.netfilter.org,0
git.codecouncil.de,0
git.scc.kit.edu,0
gitlab.ksproject.org,0
gitlab.mpcdf.mpg.de,0
www.nftables.org,0
gitlab.sai.jku.at,0
download.open-mpi.org,0
www.fefe.de,0
hevea.inria.fr,0
orgmode.org,0
rakudo.perl6.org,0
www.seabios.org,0
jolava@bitbucket.org,0
www.nncpgo.org,0
code.castopod.org,0
gitlab.burdadigital.cz,0
slepc.upv.es,0
cdn.jsdelivr.net,0
soutade.fr,0
git.cppget.org,0
www.aleksey.com,0
git.zihao.gs,0
enet.bespin.org,0
git.solero.me,0
www.phidgets.com,0
gitlab.opiatenumedia.net,0
code.ledouya.com,0
git.easter-eggs.org,0
dinu09@bitbucket.org,0
gitea.zionetrix.net,0
sunsite.unc.edu,0
gitlab.cs.duke.edu,0
hg.savannah.gnu.org,0
ota-tools.svn.sourceforge.net,0
pauillac.inria.fr,0
git.hackers.town,0
js-codemodel.svn.sourceforge.net,0
scm.wald.intevation.org,0
bitbucket.tharra.com:8443,0
voidpoint.io,0
pyyaml.org,0
www.dynare.org,0
files.salome-platform.org,0
forge.a-lec.org,0
www.music.mcgill.ca,0
svn.svardos.org,0
gitlab.uzh.ch,0
cmocka.org,0
gitlab.seismo.ethz.ch,0
dl.farsightsecurity.com,0
www.mushware.com,0
coherentlogic.atlassian.net,0
wpitchoune.net,0
tuxera.com,0
jihulab.com,0
gitlab.totallydev.com,0
otr.cypherpunks.ca,0
accounts-sso.gitlab.io,0
rsync.samba.org,0
www.bamsoftware.com,0
rt.cpan.org,0
www.chocolate-doom.org,0
gitlab.vci.rwth-aachen.de:9000,0
hina123@bitbucket.org,0
shinh.skr.jp,0
www.fsfla.org,0
git.adriansopar.hu,0
trac.nbic.nl,0
root.cern.ch,0
ccgit.cyberchisel.com,0
www.bioinf.uni-leipzig.de,0
git.mp.gba.gob.ar,0
git.mbosch.me,0
git.mage.zone,0
home.hccnet.nl,0
bitbucket.aicial.io,0
svn.xvid.org,0
gitlab.neoteric.eu,0
git.ralfj.de,0
apache.proserve.nl,0
thelambdalab.xyz,0
cgdb.me,0
25thandclement.com,0
42.193.96.246,0
cm-gitlab.stanford.edu,0
abagames.sakura.ne.jp,0
deponie.yamagi.org,0
git.typo3.org,0
git.agapesolucoes.com.br,0
gitlab.eudat.eu,0
www.cabextract.org.uk,0
launchpadlibrarian.net,0
git.strongswan.org,0
mlmmj.org,0
ehcache.svn.sourceforge.net,0
gmsh.info,0
gitlab.insa-rouen.fr,0
moji.or.jp,0
g.iterate.ch,0
gitlab.bermuda-software.ch,0
housemeow@bitbucket.org,0
gitpub.recherche.enac.fr,0
hepmc.web.cern.ch,0
git.noone.org,0
dmitri.shuralyov.com,0
testbit.eu,0
www.mpich.org,0
abacus.gene.ucl.ac.uk,0
pw999@svn.code.sf.net,0
git.wolxxx.de,0
gitlab.paca.inrae.fr,0
ccrma.stanford.edu,0
dlib.net,0
gitlab.ourgold.ru,0
brap.subversion.no,0
sr.ht,0
download.r-forge.r-project.org,0
fast.dpdk.org,0
www.j3e.de,0
git.saaspower.net,0
git.marx.cafe,0
informationelle-selbstbestimmung-im-internet.de,0
repo.lolsnap.org,0
tla.msr-inria.inria.fr,0
www.zlib.net,0
git.mindgrub.net,0
megatools.megous.com,0
ftp.tu-chemnitz.de,0
gitlab.phpjax.net,0
gitea.ndda.fr,0
